Target,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196
-0.29,218.205,204.093,218.0790382,86,0,0.310593277,-0.481203239,0.481203239,0.310593277,10.98118056,-1.842592593,10.98118056,0.734490741,5.382759304,305.7244302,12.43915759,8.773492439,8.773492439,6.553253565,4.24029961,4.24029961,4.137927149,4.137927149,2.890908465,2.890908465,1.102378988,1.102378988,-1.59,816.6030525,13.41,3.878439854,2.257031819,86.5260555,15.31958218,0,0,0,0,17.90791586,14.38361155,0,0,0,0,20.7712116,0,17.25080256,29.70319374,17.90791586,0,0,10.82998094,27.19203322,0,0,0,0,0,0,0,0,33.22749805,14.38361155,10.82998094,27.19203322,0,0,0,0,111.9,35.15871843,14.38361155,0,0,0,6.9237372,13.8474744,0,0,0,15.31958218,0,0,0,0,0,0,0,0,0,54,0.666666667,15,3,6,0,0,0,0,0,0,3,3,6,5,0,0,0,0,0.6628,49.4124,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.29,89.525,85.493,89.00322681,28,0,0.063375066,-0.198301787,0.198301787,0.063375066,7.731805556,0.454861111,7.731805556,0.454861111,2.483699571,45.34497797,4.121320344,2.739391631,3.495320577,2.414213562,1.34442143,1.878943914,0.59709612,0.975060593,0.206294517,0.395276754,0.042257713,0.126773138,-0.22,11.2451125,4.78,3.78,3.78,36.16498116,0,0,0,0,0,0,0,0,5.261891555,11.60093989,0,0,12.30082507,6.069221313,0,11.60093989,5.261891555,0,0,6.420821623,5.880003445,0,0,6.069221313,0,0,0,11.60093989,5.880003445,0,11.33111287,6.420821623,0,0,0,0,23.79,0,0,0,0,12.30082507,0,0,0,6.069221313,0,16.86283144,0,5.079151235,0,0,0,0,0,0,0,10.53195988,0.666666667,5,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1.13888,20.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.29,124.139,116.075,124.0524295,48,0,0.120583741,-0.507584109,0.507584109,0.120583741,8.950509259,-0.104490741,8.950509259,0.104490741,3.006524007,195.8625685,6.690234444,4.910935049,4.910935049,4.342535255,2.720738224,2.720738224,1.786826215,1.786826215,1.161960701,1.161960701,0.644532609,0.644532609,-1.02,130.6510251,6.105313283,2.506090257,1.206147642,53.38481274,10.21305479,5.749511833,0,0,0,0,0,0,0,0,18.19910121,6.066367068,5.563451492,6.606881965,10.21305479,0,0,0,0,6.606881965,0,29.82891977,0,5.749511833,0,0,5.749511833,0,10.21305479,6.606881965,0,5.563451492,24.26546827,0,0,0,40.46,0,0,0,12.3563938,5.563451492,0,0,24.26546827,0,0,10.21305479,0,0,0,0,0,0,0,0,0,24.83333333,0.142857143,9,2,2,0,0,0,1,0,1,2,2,2,1,0,0,0,1,0.8845,34.0296,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3,117.148,106.06,117.0789786,48,0,0.403995827,-0.449440569,0.449440569,0.403995827,9.90375,-0.695648148,9.90375,0.363425926,3.050078292,80.49785514,6.568914101,5.1783039,5.1783039,3.625897658,2.548547388,2.548547388,2.023886678,2.023886678,0.558925565,0.558925565,0.24879988,0.24879988,-0.73,40.33920395,7.27,3.294730904,5.27,48.81397751,10.47053043,0,0,0,0,6.093240071,0,4.794537184,0,0,13.8474744,5.917906046,0,6.606881965,9.531400138,6.093240071,0,0,11.65157352,13.8474744,6.606881965,0,0,0,5.733667477,4.794537184,0,0,12.70012204,4.736862954,5.917906046,13.8474744,0,0,0,0,52.32,6.093240071,4.794537184,0,0,12.52478801,0,0,0,13.8474744,10.47053043,0,0,0,0,0,0,0,0,0,0,23,0.8,8,2,3,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0.7377,30.3734,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.31,84.082,80.05,84.04359613,32,0,0.208653339,-0.369229845,0.369229845,0.208653339,7.639166667,-0.196759259,7.639166667,0.196759259,3.507222854,92.60593782,4.991563832,3.049127729,3.049127729,2.77005561,1.248170662,1.248170662,0.636668955,0.636668955,0.179099445,0.179099445,0.057735027,0.057735027,-1.24,14.83446686,4.76,2.025957447,2.76,35.0718767,11.46733495,0,0,12.15271066,0,0,0,0,5.261891555,4.992404733,0,0,0,0,0,5.959554569,5.261891555,0,16.45973969,0,0,0,0,6.193156096,11.46733495,0,0,0,5.959554569,0,11.45504765,0,4.992404733,0,0,0,88.19,0,0,0,5.959554569,0,0,6.193156096,0,0,4.992404733,16.72922651,0,0,0,0,0,0,0,0,0,21.16666667,0,6,4,4,0,0,0,0,0,0,2,2,4,0,0,0,0,0,-1.25912,21.4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.38,102.177,88.065,102.1044651,44,0,0.061412951,-0.390205385,0.390205385,0.061412951,9.131944444,-0.416666667,9.131944444,0.416666667,3.360435143,42.14170945,5.914213562,5.361427158,5.361427158,3.121320344,2.844927141,2.844927141,2.204048126,2.204048126,1.523334547,1.523334547,0.25,0.25,-0.04,26.83874054,6.96,2.31410722,2.63114094,45.35819535,5.106527395,0,0,0,0,0,0,0,0,0,13.8474744,19.76538045,0,5.601050811,5.106527395,0,0,0,0,39.21390566,0,0,0,0,0,0,0,0,10.70757821,0,0,33.61285484,0,0,0,0,20.23,5.601050811,0,0,0,0,12.84164325,0,0,20.7712116,0,5.106527395,0,0,0,0,0,0,0,0,0,16.25,1,7,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.5574,31.2058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.38,108.144,100.08,108.0687483,42,0,0.031499428,-0.398726787,0.398726787,0.031499428,5.371111111,0.749259259,5.371111111,0.749259259,3.032455532,145.3883389,5.983127663,4.464101615,4.464101615,3.7876937,2.398717474,2.398717474,1.666666667,1.666666667,0.936467026,0.936467026,0.496011291,0.496011291,-1.18,70.79892376,4.966627566,1.738120536,0.904141896,48.11118451,11.46733495,0,0,0,0,0,0,0,0,0,0,24.26546827,11.37477255,0,0,11.37477255,0,0,0,0,11.46733495,24.26546827,0,0,11.46733495,11.37477255,0,0,0,0,0,0,24.26546827,0,0,0,52.04,0,0,0,0,0,11.37477255,0,24.26546827,0,0,11.46733495,0,0,0,0,0,0,0,0,0,19.33333333,0,8,4,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,0.851,35.2668,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39,74.123,64.043,74.07316494,32,0,0.045913167,-0.384700977,0.384700977,0.045913167,4.690972222,0.888888889,4.690972222,0.888888889,2.190609687,11.11941548,4.121320344,3.822461853,3.822461853,2.414213562,1.904030206,1.904030206,0.99279928,0.99279928,0.40824829,0.40824829,0.204124145,0.204124145,-0.04,11.2451125,4.96,3.96,3.96,32.9476226,4.736862954,0,0,0,0,0,0,0,0,0,6.9237372,6.420821623,13.71667951,0,4.736862954,0,0,0,0,13.34455882,13.71667951,0,0,0,0,0,0,0,13.71667951,4.736862954,0,13.34455882,0,0,0,0,9.23,0,0,0,0,0,13.02770359,0,7.109797541,0,6.9237372,4.736862954,0,0,0,0,0,0,0,0,0,10.5,1,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.0428,22.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.39,102.177,88.065,102.1044651,44,0,0.045856877,-0.396088471,0.396088471,0.045856877,8.505185185,0.31712963,8.505185185,0.31712963,3.144208207,41.44467836,5.86180732,5.309020915,5.309020915,3.180739213,2.789860197,2.789860197,2.403875006,2.403875006,1.426054629,1.426054629,0.210818511,0.210818511,-0.04,27.9770933,6.96,3.026851632,2.63114094,45.35819535,5.106527395,0,0,0,0,0,0,0,0,0,20.7712116,11.83581209,6.606881965,0,5.106527395,0,0,0,11.83581209,20.7712116,6.606881965,0,0,0,0,0,0,0,11.71340936,0,11.83581209,20.7712116,0,0,0,0,20.23,0,0,0,0,18.44269406,0,0,0,6.9237372,13.8474744,5.106527395,0,0,0,0,0,0,0,0,0,16.16666667,1,7,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1.2708,31.0878,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4,108.14,100.076,108.0575149,42,0,0.06813694,-0.391680468,0.391680468,0.06813694,8.537592593,0.139722222,8.537592593,0.139722222,2.832085835,145.7328145,5.819990956,4.541071723,4.541071723,3.931851653,2.580464759,2.580464759,1.643712443,1.643712443,1.025398848,1.025398848,0.583419827,0.583419827,-0.82,91.36757728,5.319275766,2.478228729,1.073981897,48.59057899,5.106527395,0,0,0,0,0,0,0,0,0,30.33183534,5.563451492,0,6.606881965,5.106527395,0,0,0,0,6.606881965,0,35.89528683,0,0,0,0,0,0,5.106527395,6.606881965,0,5.563451492,30.33183534,0,0,0,20.23,0,0,0,6.606881965,0,5.563451492,0,0,30.33183534,0,5.106527395,0,0,0,0,0,0,0,0,0,19.16666667,0.142857143,8,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1.1789,32.3648,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.42,149.215,138.127,149.0510496,54,0,0.319999198,-0.480086069,0.480086069,0.319999198,10.07088341,-0.912916667,10.07088341,0.552083333,3.265907399,96.95878456,7.276020882,5.332624277,6.149120858,4.180739213,2.654911126,4.048757977,1.726205155,2.711803714,0.950176917,1.594127467,0.368293365,0.857929519,-0.22,80.20139956,8.78,4.63927325,4.294138817,58.61777606,10.84019487,6.041840829,0,0,0,5.969305288,4.794537184,0,11.76188495,0,0,18.42944441,0,0,9.901064579,17.73119024,0,0,5.733667477,12.46266245,12.00862279,0,0,0,5.733667477,0,0,11.76188495,29.1262963,4.794537184,0,6.420821623,0,0,0,0,63.32,12.01114612,4.794537184,0,0,6.420821623,5.752853607,0,11.76188495,6.255769184,0,10.84019487,0,1.604027778,0,0,0,0,0,0,0,25.22930556,0.8,9,3,3,0,0,0,0,0,0,3,2,4,4,0,0,0,0,0.1514,38.6102,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.42,108.144,100.08,108.0687483,42,0,0.054727625,-0.397062581,0.397062581,0.054727625,5.394814815,0.645833333,5.394814815,0.645833333,3.134861511,162.6383389,5.983127663,4.464101615,4.464101615,3.804530453,2.404700538,2.404700538,1.628917115,1.628917115,0.996011291,0.996011291,0.510897357,0.510897357,-1.18,72.49526583,4.966627566,1.738120536,0.729374857,48.11118451,11.46733495,0,0,0,0,0,0,0,0,0,12.13273414,12.13273414,0,11.37477255,0,11.37477255,0,0,0,0,11.46733495,24.26546827,0,0,11.46733495,11.37477255,0,0,0,0,0,0,24.26546827,0,0,0,52.04,0,0,0,0,11.37477255,0,0,12.13273414,12.13273414,0,11.46733495,0,0,0,0,0,0,0,0,0,19.33333333,0,8,4,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,0.851,35.2668,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.42,165.236,150.116,165.1153641,66,0,0.093965301,-0.386793435,0.386793435,0.093965301,9.726527778,-0.420185185,9.726527778,0.090185185,2.711040723,222.5400056,8.974691495,7.48866548,7.48866548,5.753218858,4.156916364,4.156916364,2.932871182,2.932871182,2.070042379,2.070042379,1.096760394,1.096760394,-0.86,606.7749387,9.229766607,4.236737215,2.061452681,73.23526751,10.423316,0,0,0,0,0,0,0,0,0,30.33183534,19.53486067,6.041840829,6.103966388,5.106527395,0,0,5.316788604,0,19.06954442,7.047671983,35.89528683,0,0,5.316788604,0,0,0,18.19604021,0,0,18.59115508,30.33183534,0,0,0,32.26,6.103966388,5.106527395,0,6.041840829,0,5.563451492,0,0,44.30324452,5.316788604,0,0,0,0,0,0,0,0,0,0,26.83333333,0.4,12,2,2,0,0,0,1,0,1,2,2,2,3,0,0,0,1,1.3279,49.9235,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.44,100.161,88.065,100.088815,42,0,0.053984775,-0.393131382,0.393131382,0.053984775,8.909166667,0.03587963,8.909166667,0.03587963,2.12291795,46.14170945,5.112884175,4.560097771,4.560097771,3.39384685,3.074695471,3.074695471,2.291833947,2.291833947,1.574695471,1.574695471,1.081038718,1.081038718,-0.04,47.19725257,5.103678161,2.31410722,1.475062751,44.3523642,5.106527395,0,0,0,0,0,0,0,0,0,19.26246487,12.84164325,0,6.103966388,5.106527395,0,0,0,0,38.2080745,0,0,0,0,0,0,0,0,11.21049378,0,0,32.10410811,0,0,0,0,20.23,0,0,0,6.103966388,0,12.84164325,19.26246487,0,0,0,5.106527395,0,0,0,0,0,0,0,0,0,14.83333333,1,7,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1.3114,29.0918,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.45,141.214,126.094,141.1153641,58,0,0.130890656,-0.313542062,0.313542062,0.130890656,10.67196712,0.305,10.67196712,0.305,2.191916391,116.4259988,7.397341225,6.521132466,6.521132466,4.7876937,4.016402642,4.016402642,3.052968734,3.052968734,1.946232373,1.946232373,1.445208226,1.445208226,-0.37,195.625462,7.73384216,3.71450068,2.479660165,61.99939896,5.316788604,5.783244946,0,0,0,0,4.794537184,0,0,0,6.420821623,26.31013685,12.46266245,0,4.794537184,5.783244946,0,5.316788604,0,38.64886452,6.544756406,0,0,0,5.316788604,0,0,0,18.36984218,4.794537184,0,32.60702369,0,0,0,0,29.1,0,4.794537184,0,0,11.82508578,12.96557803,19.26246487,6.9237372,0,5.316788604,0,0,0,0,0,0,0,0,0,0,22,0.875,10,1,2,0,1,1,0,0,0,2,1,2,2,0,1,1,1,1.1076,40.9397,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46,95.101,90.061,95.03711378,36,0,0.133360237,-0.506342381,0.506342381,0.133360237,8.569722222,0.210648148,8.569722222,0.210648148,3.02146531,138.0075042,5.112884175,3.703828268,3.703828268,3.39384685,1.984021513,1.984021513,1.211224155,1.211224155,0.645924508,0.645924508,0.35374503,0.35374503,-1.05,47.19725257,4.118067227,1.598931215,0.891824957,41.44528485,5.106527395,5.749511833,0,0,0,0,4.983978521,0,0,0,0,12.13273414,6.196843572,6.196843572,5.106527395,0,0,4.983978521,0,0,0,24.52642128,0,5.749511833,0,0,5.749511833,0,10.09050592,0,0,0,24.52642128,0,0,0,33.12,0,0,0,5.749511833,0,0,6.196843572,18.32957771,0,4.983978521,5.106527395,0,0,0,0,0,0,0,0,0,18.66666667,0,7,1,2,0,0,0,0,1,1,2,1,2,0,0,0,0,1,0.7872,25.9018,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.46,137.138,130.082,137.0476785,52,0,0.338921629,-0.46537693,0.46537693,0.338921629,10.7512037,-0.353611111,10.7512037,0.353611111,2.852627929,220.307533,7.397341225,5.573111253,5.573111253,4.842535255,2.826911296,2.826911296,1.733282023,1.733282023,1.082634604,1.082634604,0.60135601,0.60135601,-1.38,237.5874173,6.736009281,2.96088757,1.312840333,58.65600266,4.736862954,0,0,0,0,5.969305288,4.983978521,4.794537184,0,0,0,12.13273414,12.39368714,12.67324903,9.531400138,5.969305288,0,4.983978521,0,0,7.109797541,30.08987277,0,0,0,0,0,0,18.06308135,4.736862954,0,10.35798868,24.52642128,0,0,0,39.19,0,4.794537184,0,5.969305288,5.563451492,0,13.30664111,18.32957771,0,9.720841475,0,0,0,0,0,0,0,0,0,0,26.83333333,0.142857143,10,0,3,0,0,0,0,1,1,3,0,3,1,0,0,0,1,0.8682,35.5765,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.47,146.153,140.105,146.0592462,54,0,0.181041576,-0.249370073,0.249370073,0.181041576,4.093240741,0.652777778,4.093240741,0.652777778,2.913161164,379.6022869,7.681798276,6.02090519,6.02090519,5.377010098,3.260556083,3.260556083,2.187634022,2.187634022,1.453034527,1.453034527,0.911676974,0.911676974,-1.58,505.7637346,6.1509139,2.229407107,0.92020311,63.35660169,0,11.84402079,5.647177221,0,0,0,0,19.93591408,0,0,0,6.9237372,12.39368714,5.693927995,0,11.16387794,0,19.93591408,0,6.9237372,0,24.41493521,0,0,0,0,0,0,19.93591408,0,6.9237372,5.693927995,18.72100722,0,11.16387794,0,51.56,0,0,0,0,5.647177221,11.21062871,6.327320075,12.39368714,6.9237372,19.93591408,0,0,0,0,0,0,0,0,0,0,25,0.142857143,11,0,4,0,0,0,0,2,2,4,0,4,0,0,0,0,2,0.72822,39.865,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.48,137.182,126.094,137.084064,54,0,0.091173495,-0.387091966,0.387091966,0.091173495,9.204259259,-0.512777778,9.204259259,0.281759259,2.746978189,185.7088964,7.397341225,5.695772261,5.695772261,4.842535255,3.274054208,3.274054208,2.162183639,2.162183639,1.407606336,1.407606336,0.811270742,0.811270742,-0.86,237.5874173,7.24940919,3.343878175,1.55899321,60.2954118,10.84019487,0,0,0,0,0,0,0,0,0,30.33183534,5.563451492,6.544756406,6.103966388,5.106527395,0,0,0,5.733667477,6.103966388,6.544756406,35.89528683,0,0,5.733667477,0,0,0,11.6512838,0,0,11.66741788,30.33183534,0,0,0,46.25,6.103966388,5.106527395,0,6.544756406,0,5.563451492,0,0,30.33183534,0,5.733667477,0,0,0,0,0,0,0,0,0,24.5,0.25,10,3,2,0,0,0,1,0,1,2,2,2,2,0,0,0,1,0.6787,40.4562,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.48,303.358,282.19,303.1470582,118,0,0.315549882,-0.461720049,0.461720049,0.315549882,12.42388109,-0.593246646,12.42388109,0.062164588,1.420002818,545.0371823,15.26722023,12.59134537,12.59134537,10.68587185,7.924469537,7.924469537,6.541621623,6.541621623,5.326791194,5.326791194,4.044514131,4.044514131,-1.43,257123.4617,14.18067089,5.333924975,2.241658849,129.3709529,14.5802533,24.22980521,0,0,0,5.969305288,9.694446915,0,0,0,30.33183534,12.61112347,24.9253249,6.606881965,19.37479049,5.969305288,0,4.899909731,0,49.15513011,13.65455395,35.89528683,0,0,0,0,0,0,60.02587718,14.26826309,0,24.32300078,30.33183534,0,0,0,62.3,5.917906046,9.901064579,0,18.68015364,24.29161443,18.40509474,0,0,30.33183534,11.94758171,9.473725908,0,0,0,0,0,0,0,0,0,49.83333333,0.588235294,22,1,5,0,3,3,1,0,1,5,1,5,4,0,3,3,4,0.9181,79.3828,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.49,88.106,80.042,88.0524295,36,0,0.292575348,-0.467912039,0.467912039,0.292575348,9.341527778,0.461805556,9.341527778,0.461805556,2.488403772,34.52932501,4.828427125,3.808060412,3.808060412,2.914213562,1.967186437,1.967186437,0.967015857,0.967015857,0.390016657,0.390016657,0.165963653,0.165963653,-0.53,20.98630086,5.47,4.47,3.47,37.1091447,4.736862954,0,0,0,6.472220865,0,4.794537184,0,0,0,6.9237372,6.420821623,0,6.606881965,9.531400138,6.472220865,0,0,0,13.34455882,6.606881965,0,0,0,0,0,0,0,13.07910283,9.531400138,0,13.34455882,0,0,0,0,26.3,0,4.794537184,0,0,13.07910283,6.420821623,0,0,6.9237372,4.736862954,0,0,0,0,0,0,0,0,0,0,17.5,0.75,6,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0.5694,22.307,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5,585.608,542.264,585.2857364,234,0,0.248699663,-0.393567282,0.393567282,0.248699663,12.57843074,-1.755830655,12.57843074,0.010081054,1.847903729,815.0542714,29.88602239,21.70148951,21.70148951,18.85188073,13.06511719,13.06511719,10.33421477,10.33421477,7.508939993,7.508939993,5.067082308,5.067082308,-1.17,351840389.6,33.33353044,14.33513454,7.061065381,229.26454,88.05112949,67.14363027,12.58005346,5.907179729,0,0,4.794537184,0,0,0,0,19.38639965,12.58659724,18.69056362,64.59420816,5.907179729,0,5.316788604,22.93466991,110.6908495,19.69639478,0,0,0,28.25145851,0,0,0,164.3049999,23.741989,0,12.84164325,0,0,0,0,331.94,110.3632679,45.64675634,0,25.93115606,0,0,0,0,0,5.316788604,41.88212172,0,0,0,0,0,0,0,0,0,118,0.954545455,40,17,18,1,2,3,0,0,0,17,13,18,10,1,2,3,3,-8.4242,131.4257,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
